"time","Mx","My","M_eliminated"
7.23,0.353267214789263,0.839235526820925,0.907497258389809
7.24,0.352124212241548,0.839320444556232,0.908555343202216
7.25,0.350990480544711,0.839399506520922,0.909610012934364
7.26,0.349865934220254,0.839472770509201,0.910661295270542
7.27,0.348750488584928,0.839540293775128,0.911709217639939
7.28,0.347644059744428,0.8396021330369,0.912753807218668
7.29,0.346546564586003,0.839658344481863,0.91379509093213
7.3,0.345457920770424,0.839708983771979,0.914833095457593
7.31,0.344378046724305,0.839754106049041,0.91586784722665
7.32,0.343306861633623,0.839793765939072,0.916899372427301
7.33,0.342244285437083,0.839828017556838,0.917927697006075
7.34,0.341190238818749,0.839856914510851,0.918952846670396
7.35,0.340144643200819,0.83988050990828,0.919974846890897
7.36,0.339107420736746,0.839898856359625,0.920993722903625
7.37,0.338078494304534,0.83991200598327,0.922009499712193
